customer_id,first_name,last_name,email,signup_date,city,state,is_active
89,Luis,Fernandez,luis.fernandez89@example.com,2025-04-17,East Jesse,UT,0
90,Eric,Lewis,eric.lewis90@example.com,2023-03-04,Russellside,NH,1
91,Robert,Clark,robert.clark91@example.com,2023-07-16,Priceshire,UT,1
92,Andrew,Gilmore,andrew.gilmore92@example.com,2024-07-27,Woodsstad,ME,1
93,Karen,Castaneda,KAREN.CASTANEDA93@EXAMPLE.COM,2024-04-28,Medinaside,AS,1
94,Carrie,Walker,carrie.walker94@example.com,2023-11-05,West Ryan,AK,1
95,Paul,Caldwell,paul.caldwell95@example.com,2023-07-08,,AS,1
96,Richard,Martin,richard.martin96@example.com,2023-04-18,Calhounside,AK,1
97,Rebecca,Vargas,rebecca.vargas97@example.com,2024-07-16,North Dawnberg,VI,1
98,Steven,Williams,steven.williams98@example.com,2024-02-24,Murphymouth,MD,1
99,Matthew,Hobbs,matthew.hobbs99@example.com,2024-02-21,Karenchester,KS,1
100,Mary,Ruiz,mary.ruiz100@example.com,2024-12-22,West Jeffreyland,WI,1
101,Susan,Williams,susan.williams101@example.com,2025-01-27,East Jamestown,RI,1
102,Elijah,Martinez,elijah.martinez102@example.com,2024-03-05,New Staciemouth,UT,1
103,Jonathan,Wood,jonathan.wood103@example.com,2024-01-09,Port Loriport,CT,1
104,Beth,Hickman,beth.hickman104@example.com,2023-12-11,Sandersborough,CA,1
105,Brittany,Rivas,brittany.rivas105@example.com,2024-06-18,North Heidi,ME,1
106,Melissa,Burke,melissa.burke106@example.com,2024-01-26,Port Tonyaton,MI,0
107,Amanda,Stanley,amanda.stanley107@example.com,2023-10-15,New Deborahtown,PR,1
108,Robert,Henry,robert.henry108@example.com,2024-03-15,Yumouth,VT,1
109,Eric,Thompson,eric.thompson109@example.com,2025-04-09,Christinaside,WI,0
110,Timothy,Graham,TIMOTHY.GRAHAM110@EXAMPLE.COM,2025-02-01,Marcusbury,MP,0
111,Sarah,Ramirez,sarah.ramirez111@example.com,2024-01-28,Sanchezmouth,OK,1
112,Cheryl,Gray,cheryl.gray112@example.com,2023-03-25,South Melissaburgh,NM,1
113,Jason,Salinas,jason.salinas113@example.com,2024-10-08,Joshuaview,OH,1
114,Alejandro,Vaughan,alejandro.vaughan114@example.com,2024-11-18,East Jenniferfort,OH,1
115,Katherine,Vaughn,katherine.vaughn115@example.com,2023-06-04,Westtown,CO,1
116,Kelly,Sullivan,kelly.sullivan116@example.com,2023-09-28,West Elizabeth,MN,1
117,Thomas,Schmidt,thomas.schmidt117@example.com,2023-02-20,Barajasside,MA,1
118,Michael,Chavez,michael.chavez118@example.com,2024-02-15,Johnville,VA,1
119,James,Wilson,james.wilson119@example.com,2025-04-25,East Javier,NJ,1
120,Joshua,Lawrence,joshua.lawrence120@example.com,2024-04-22,Tinaborough,LA,1
121,Jeremy,White,jeremy.white121@example.com,2024-04-17,Lake Amandaview,AZ,1
122,Terri,Tran,terri.tran122@example.com,2023-03-03,Lake Miranda,NM,1
123,Curtis,Smith,curtis.smith123@example.com,2023-02-02,Taylormouth,MA,1
124,Jack,Williams,jack.williams124@example.com,2024-12-31,Wilsonland,MO,1
125,Travis,Ray,travis.ray125@example.com,2025-02-02,East Edwardshire,ME,1
126,Christopher,Wright,christopher.wright126@example.com,2023-09-07,Obrienbury,WI,1
127,Alexandra,Hayes,alexandra.hayes127@example.com,2023-02-27,Evansshire,NE,1
128,Kevin,Oliver,,2025-03-10,Port Jaredborough,KS,1
129,Donna,Moore,donna.moore129@example.com,2025-02-13,New Charles,AL,0
130,Ricky,Norris,ricky.norris130@example.com,2024-11-11,,NJ,1
131,Kelly,Hall,KELLY.HALL131@EXAMPLE.COM,2023-09-04,Jacquelinemouth,CA,1
132,Grace,Bradshaw,grace.bradshaw132@example.com,2023-07-02,South Danny,IN,1
133,Deborah,Kerr,deborah.kerr133@example.com,2024-10-07,North Brian,WY,1
134,Kyle,Curry,kyle.curry134@example.com,2025-02-28,Scottmouth,UT,1
135,Kevin,Powell,kevin.powell135@example.com,2024-06-11,Vincentfort,NV,1
136,Christopher,Williams,christopher.williams136@example.com,2025-01-30,Navarroview,AK,1
137,Christopher,Hayden,christopher.hayden137@example.com,2024-08-08,Port Emilyview,OK,1
138,Billy,Avila,billy.avila138@example.com,2023-12-29,Stonemouth,PW,0
139,Joshua,Shea,joshua.shea139@example.com,2024-08-15,Waltersfort,CO,1
140,Theodore,Ortiz,theodore.ortiz140@example.com,2023-02-27,Elizabethburgh,MA,1
141,Robert,Simpson,robert.simpson141@example.com,2023-06-04,Cervantesside,AZ,1
142,Shawn,Edwards,shawn.edwards142@example.com,2023-08-28,Darrellfurt,VI,1
143,Xavier,Travis,xavier.travis143@example.com,2023-05-05,Gutierrezborough,NC,1
144,Michael,Avila,michael.avila144@example.com,2025-01-28,Wolfborough,KY,0
145,Andrea,Pennington,andrea.pennington145@example.com,2023-12-20,Gilmorefort,DE,1
146,Anthony,Mccoy,anthony.mccoy146@example.com,2024-11-20,,AS,1
147,John,Moore,john.moore147@example.com,2024-07-10,New Rickybury,MP,1
148,Robin,Murray,robin.murray148@example.com,2023-09-22,Lake Marilynfort,VT,1
149,Kelly,Thornton,kelly.thornton149@example.com,2023-08-11,Davenportfort,IA,1
150,Stephen,Thomas,stephen.thomas150@example.com,2024-12-23,New William,FM,1
151,Derek,Jones,derek.jones151@example.com,2024-04-09,Morganhaven,KY,1
152,Lori,Campbell,lori.campbell152@example.com,2024-08-20,Maryshire,TN,1
153,Tracy,Hernandez,,2024-04-03,Reedside,WV,1
154,Amy,Gibson,amy.gibson154@example.com,2023-03-18,Mollybury,OK,1
155,Patrick,Chase,patrick.chase155@example.com,2023-12-24,Williamsfort,VT,1
156,Robin,James,robin.james156@example.com,2023-08-01,South Tammie,DC,1
157,Wayne,Lawrence,wayne.lawrence157@example.com,2024-07-20,Port Meganville,NC,1
158,Renee,Smith,renee.smith158@example.com,2023-07-25,South Monica,FL,1
159,Charles,Harrington,charles.harrington159@example.com,2023-09-13,Matthewfurt,SD,1
160,Christopher,Murphy,christopher.murphy160@example.com,2024-06-10,Finleyfort,VI,1
161,Amber,Williamson,amber.williamson161@example.com,2024-09-09,Lake Gabrielle,LA,1
162,Wendy,Francis,wendy.francis162@example.com,2025-04-13,Goodville,NV,1
163,Garrett,Evans,garrett.evans163@example.com,2024-07-31,,AK,1
164,Brandon,Flynn,brandon.flynn164@example.com,2023-12-10,Michaelchester,FL,1
165,John,Jenkins,john.jenkins165@example.com,2023-07-01,East Gregory,RI,1
166,Monica,Harvey,monica.harvey166@example.com,2025-04-15,South Roberta,FL,0
167,Jesse,Little,jesse.little167@example.com,2024-10-13,Scotttown,MH,1
168,Linda,Santana,linda.santana168@example.com,2024-09-25,North Scott,MI,1
169,Vanessa,Evans,vanessa.evans169@example.com,2024-01-02,Vaughnmouth,PR,0
170,Kevin,Kidd,kevin.kidd170@example.com,2024-07-11,Rodriguezfurt,OK,1
171,Michael,Phillips,michael.phillips171@example.com,2023-05-23,Andrewfurt,KY,1
172,Alan,Grimes,alan.grimes172@example.com,2024-01-14,New Julieport,WI,1
173,Lauren,Lawson,lauren.lawson173@example.com,2023-12-02,Jefferyborough,RI,1
174,John,Campos,john.campos174@example.com,2024-03-06,Lake Colton,SC,1
175,Debbie,Parker,debbie.parker175@example.com,2023-02-10,Johnsonstad,VA,1
176,David,Browning,david.browning176@example.com,2024-02-17,Julieburgh,ID,1
177,David,Ryan,david.ryan177@example.com,2024-07-16,Alyssaview,MP,1
178,Franklin,Sloan,franklin.sloan178@example.com,2025-03-21,,NJ,1
179,Tammy,Phillips,tammy.phillips179@example.com,2024-10-24,Lindamouth,CA,1
180,Donald,Levy,donald.levy180@example.com,2023-08-19,Coffeyside,MN,1
181,Christopher,Foster,christopher.foster181@example.com,2025-04-04,Amandamouth,MN,1
182,Emily,Chambers,emily.chambers182@example.com,2023-12-01,Carsonstad,CT,1
183,Emily,Ruiz,emily.ruiz183@example.com,2023-05-28,Rosebury,SD,1
184,Bryan,Colon,bryan.colon184@example.com,2025-01-06,Debraville,DC,1
185,Brandon,Johnson,brandon.johnson185@example.com,2023-07-22,Wilsonbury,FM,1
186,Amanda,Price,amanda.price186@example.com,2024-07-03,Ellenside,MT,1
187,Brenda,Barber,brenda.barber187@example.com,2024-03-22,Penafort,RI,1
188,Ricky,Lynn,ricky.lynn188@example.com,2023-12-15,Lake Mitchellmouth,NV,1
189,Stephanie,Foley,stephanie.foley189@example.com,2023-12-18,Lake Michaelstad,AR,1
190,Raymond,Lopez,raymond.lopez190@example.com,2023-02-10,Port Madisonland,TN,1
191,Jason,Fowler,jason.fowler191@example.com,2024-04-24,North Kristinbury,DC,1
192,Kristin,Harris,kristin.harris192@example.com,2023-04-19,,MP,1
193,Kathy,Clark,kathy.clark193@example.com,2024-10-14,Port Molly,MA,0
194,Kim,Kramer,kim.kramer194@example.com,2023-05-12,West Micheleberg,DC,1
195,Amber,Lindsey,amber.lindsey195@example.com,2024-11-19,Lake Michelleberg,AL,1
196,Michael,Kramer,michael.kramer196@example.com,2023-06-26,Alfredview,AR,1
197,David,Fisher,,2024-04-24,Lake Brycemouth,WI,1
198,Michael,Wheeler,michael.wheeler198@example.com,2024-04-13,Gordonton,VA,1
199,Krista,Camacho,krista.camacho199@example.com,2025-02-11,Stephentown,AR,1
200,Yolanda,Boone,yolanda.boone200@example.com,2024-07-04,,,0
201,Ronald,Rodriguez,ronald.rodriguez201@example.com,2024-05-01,Jonesland,MD,1
202,Charlene,Jones,charlene.jones202@example.com,2023-02-02,Claudiashire,OH,1
203,Jennifer,James,jennifer.james203@example.com,2024-07-16,Shawnchester,CT,1
204,Laura,Wilson,laura.wilson204@example.com,2024-09-06,South Shannon,IN,1
205,Robert,Wilcox,robert.wilcox205@example.com,2023-06-27,Perryville,MD,0
206,Ronald,Ortega,ronald.ortega206@example.com,2023-08-18,Stephaniefort,CA,1
207,Christopher,Miller,christopher.miller207@example.com,2023-04-28,Davisstad,AS,1
208,David,Brown,david.brown208@example.com,2024-11-28,Elizabethchester,MI,1
209,Morgan,Pugh,morgan.pugh209@example.com,2024-05-06,Parrishton,LA,1
210,Caroline,Bell,caroline.bell210@example.com,2023-03-29,East Diane,IN,1
211,Melanie,Bell,melanie.bell211@example.com,2024-03-21,Dannyview,OK,1
212,Jeremy,Patterson,jeremy.patterson212@example.com,2024-12-19,New Sarahview,AK,0
213,Henry,Park,henry.park213@example.com,2023-10-20,Sandrastad,AL,1
214,Howard,Thomas,howard.thomas214@example.com,2024-06-17,Jonestown,CO,1
215,Julie,Lewis,julie.lewis215@example.com,2024-11-13,Chavezburgh,MN,1
216,Larry,Nguyen,larry.nguyen216@example.com,2024-06-09,North Ericton,TX,1
217,Christopher,Ramos,christopher.ramos217@example.com,2024-08-23,Tuckermouth,MT,1
218,Joshua,Fischer,joshua.fischer218@example.com,2024-06-01,West Russellport,TX,1
219,Erika,Tucker,erika.tucker219@example.com,2024-08-31,Brandonfurt,PA,1
220,Brian,Harris,brian.harris220@example.com,2024-05-25,Port Derrick,KS,1
221,Keith,Wilson,keith.wilson221@example.com,2025-03-28,Burgessburgh,,1
222,David,Patel,david.patel222@example.com,2023-11-29,New Angelica,TN,1
223,Linda,Jones,linda.jones223@example.com,2024-04-04,South Andrewland,VI,1
224,Lawrence,Patterson,lawrence.patterson224@example.com,2023-02-28,Mckinneychester,LA,1
225,Darius,Smith,darius.smith225@example.com,2023-10-08,Georgemouth,MP,1
226,Hannah,Cox,hannah.cox226@example.com,2024-09-30,Richardbury,NE,1
227,Brianna,Warren,brianna.warren227@example.com,2024-11-28,Harrellmouth,IN,0
228,Mason,Jackson,mason.jackson228@example.com,2023-10-29,New Williamstad,MI,1
229,Jessica,Fuentes,jessica.fuentes229@example.com,2024-08-16,East Curtis,KS,1
230,James,Morrison,james.morrison230@example.com,2024-01-24,East Stephaniefort,NH,1
231,Karen,Wolf,karen.wolf231@example.com,2025-03-12,Maldonadoshire,SD,0
232,Cynthia,Weber,cynthia.weber232@example.com,2023-08-17,Edwardland,NJ,1
233,Scott,Turner,scott.turner233@example.com,2023-02-11,Brittanystad,NY,1
234,Charles,Murray,,2023-12-15,North Miguelport,CA,1
235,Deanna,Madden,deanna.madden235@example.com,2023-08-15,New Brookefurt,NH,1
236,Betty,Best,betty.best236example.com,2024-12-29,South Reginashire,SD,1
237,Jacob,Jacobs,jacob.jacobs237@example.com,2025-03-30,North Shannon,AS,1
238,Rachel,Cooper,rachel.cooper238@example.com,2024-12-11,New Debbieton,IA,1
239,Jasmine,Ritter,jasmine.ritter239@example.com,2024-01-11,,NC,1
240,Alexandra,Moore,alexandra.moore240@example.com,2023-10-18,Samanthafurt,MT,1
241,Kim,Shelton,kim.shelton241@example.com,2025-02-27,,AR,1
242,Kristina,Holland,kristina.holland242@example.com,2024-08-23,,CA,1
243,Mark,Grant,mark.grant243@example.com,2023-06-11,Mitchellberg,MA,1
244,Christopher,Alvarado,christopher.alvarado244@example.com,2023-09-29,Kylefurt,DC,1
245,Brooke,Hurley,brooke.hurley245@example.com,2023-07-29,Angelicamouth,GU,1
246,David,Warner,david.warner246@example.com,2023-11-06,Lake Ellenhaven,MN,1
247,Andrew,Parker,andrew.parker247@example.com,2025-01-05,West Stacey,NM,1
248,James,Cooke,james.cooke248@example.com,2024-05-30,North Kenneth,WY,1
249,Craig,Wise,craig.wise249@example.com,2024-08-23,Lake Matthewberg,PA,1
250,Nicholas,Martin,nicholas.martin250@example.com,2024-02-19,Lake Samuel,MT,1
251,Michael,Ball,michael.ball251@example.com,2025-04-27,Bishopmouth,IN,1
252,Amanda,Collins,amanda.collins252@example.com,2024-10-23,Mckeeborough,MN,0
253,Erika,Hudson,erika.hudson253@example.com,2024-11-06,Murrayport,WI,1
254,Patrick,Rose,patrick.rose254@example.com,2024-07-18,Port James,PA,1
255,Devon,Wright,,2024-11-11,Sawyerside,CT,1
256,Jennifer,Black,jennifer.black256@example.com,2024-08-17,West Christopherburgh,KY,1
257,Shannon,Palmer,shannon.palmer257@example.com,2024-11-20,Davisbury,GU,1
258,Shannon,Bailey,shannon.bailey258example.com,2024-01-23,South Brianhaven,MN,1
259,Joe,Vang,joe.vang259@example.com,2024-02-09,Jeffreymouth,CT,0
260,Mary,Santos,mary.santos260@example.com,2023-11-07,East Benjamin,PW,1
261,Maria,Horton,maria.horton261@example.com,2023-05-17,Port Janice,NV,1
262,Christina,Bullock,christina.bullock262@example.com,2025-04-22,West Jasonberg,OH,1
263,Shelby,Lynch,shelby.lynch263@example.com,2023-09-28,Rodriguezport,IA,1
264,Kevin,Williams,,2025-02-06,Fowlermouth,CA,1
265,Daniel,Stein,daniel.stein265@example.com,2023-07-21,Lake Zacharybury,VT,1
266,Douglas,Patterson,douglas.patterson266@example.com,2025-03-27,Johnchester,HI,1
267,Elizabeth,Miller,elizabeth.miller267@example.com,2023-04-26,Carloshaven,ND,1
268,William,Mcneil,william.mcneil268@example.com,2023-10-10,South Morganton,SC,1
269,Paul,Brooks,paul.brooks269@example.com,2025-03-15,West Kristinastad,IA,1
270,Jessica,Fuller,jessica.fuller270@example.com,2025-03-17,Dennisstad,ND,1
271,Matthew,Day,matthew.day271@example.com,2023-07-14,Pollardfort,SC,1
272,Ian,Taylor,ian.taylor272@example.com,2023-08-28,Johnsonborough,AZ,0
273,Kylie,Blackwell,kylie.blackwell273example.com,2023-03-05,Sarahhaven,MO,1
274,Veronica,Daniels,veronica.daniels274@example.com,2024-10-09,Benjaminborough,LA,1
275,Michael,Norman,michael.norman275@example.com,2024-04-14,Joshuastad,NE,1
276,Pamela,Paul,pamela.paul276@example.com,2023-04-04,Morganburgh,NM,1
277,Heather,Richardson,heather.richardson277@example.com,2024-05-11,Lauriechester,CO,1
278,Ryan,Carney,ryan.carney278@example.com,2023-06-14,New Kelly,CT,1
279,Christopher,Guerrero,christopher.guerrero279@example.com,2024-03-26,Seanchester,GA,0
280,Hannah,Bell,hannah.bell280@example.com,2024-05-23,Lake Mollystad,RI,0
281,Whitney,Hill,whitney.hill281@example.com,2024-12-26,,WY,1
282,Stacy,Jones,stacy.jones282@example.com,2024-01-09,Coxburgh,AK,1
283,Douglas,Lawson,douglas.lawson283example.com,2025-01-01,Johnsonland,IA,1
284,Kimberly,Diaz,kimberly.diaz284@example.com,2024-09-18,Herrington,PA,1
285,Eric,Cole,eric.cole285@example.com,2023-04-25,Nathanland,OK,1
286,Devin,Richardson,devin.richardson286@example.com,2023-07-04,Debrabury,DE,1
287,Anthony,Lopez,anthony.lopez287@example.com,2024-07-21,Mcintyreville,KS,1
288,Kimberly,Padilla,kimberly.padilla288@example.com,2023-08-01,New Justin,PW,1
289,Yolanda,Gonzalez,yolanda.gonzalez289@example.com,2023-08-06,Port Charles,HI,1
290,Rachel,Wallace,rachel.wallace290@example.com,2024-04-09,Port Evelynmouth,TN,1
291,Michael,Brown,michael.brown291@example.com,2025-01-07,Patriciaburgh,VT,1
292,Jenna,Graves,jenna.graves292@example.com,2023-02-11,Port Michael,IN,1
293,David,Harris,david.harris293@example.com,2023-12-20,East Kristy,AK,1
294,Michael,Armstrong,michael.armstrong294@example.com,2024-08-13,,NH,1
295,Linda,Arnold,linda.arnold295@example.com,2023-01-30,North Kylefort,NC,1
296,Robert,Ortiz,robert.ortiz296@example.com,2025-01-02,East Teresaland,NV,1
297,Steven,Holmes,steven.holmes297@example.com,2024-05-19,Port Kimberly,SC,1
298,Briana,Saunders,briana.saunders298@example.com,2025-04-08,South Wesley,VI,1
299,Brian,Martinez,brian.martinez299@example.com,2024-02-15,West Fred,MD,1
300,Sarah,Perez,sarah.perez300@example.com,2024-04-07,Meghanview,ID,1
301,Cynthia,Pierce,cynthia.pierce301@example.com,2024-02-29,Lake Kevin,ND,1
302,Clarence,Davidson,clarence.davidson302@example.com,2024-06-20,East Donna,VA,1
303,Rachel,Morgan,rachel.morgan303@example.com,2024-06-22,Port Michelleland,AZ,1
304,Stacy,Wise,stacy.wise304@example.com,2024-02-26,Debrashire,MT,1
305,Christine,Johnson,christine.johnson305@example.com,2024-01-12,Dawnport,NJ,1
306,John,Aguirre,john.aguirre306@example.com,2024-05-28,Evansland,,1
307,Haley,Moore,haley.moore307@example.com,2023-09-03,Washingtonborough,MA,1
308,Catherine,Edwards,catherine.edwards308@example.com,2024-03-22,Jessicastad,MO,1
309,David,Wood,david.wood309@example.com,2025-04-11,,OH,1
310,Daniel,Allen,daniel.allen310@example.com,2023-10-01,West Shannonberg,CT,1
311,Brent,Dougherty,brent.dougherty311@example.com ,2024-03-25,Wrightburgh,GU,1
312,Mark,Lane,mark.lane312@example.com,2025-04-23,Jamesburgh,NM,1
313,Wendy,Owens,wendy.owens313@example.com,2023-06-24,Tylerland,MO,1
314,William,Levy,william.levy314@example.com,2024-06-07,New Michael,AR,1
315,Juan,Harper,juan.harper315@example.com,2024-09-21,Mitchelltown,PR,1
316,Daniel,Anderson,daniel.anderson316@example.com,2023-08-07,,KS,1
317,Jessica,Gallagher,jessica.gallagher317@example.com,2024-02-19,Brandonton,,1
318,Ashley,Lee,ashley.lee318@example.com,2024-01-03,Charleshaven,NV,1
319,Kathy,Ramirez,kathy.ramirez319@example.com,2024-04-28,East Theresafurt,MN,1
320,Laura,Morgan,laura.morgan320@example.com,2023-07-27,Kariborough,PA,1
321,William,Porter,william.porter321@example.com,2025-01-01,North Derrickmouth,AS,1
322,Thomas,Bryant,thomas.bryant322@example.com,2023-05-08,West Sarah,MD,1
323,Francisco,Ewing,francisco.ewing323@example.com,2025-04-30,Brittneyhaven,MP,1
324,William,Burns,william.burns324@example.com,2024-11-17,Thomastown,MN,1
325,Mark,Rodriguez,mark.rodriguez325@example.com,2023-03-28,Silvatown,PA,1
326,Thomas,Coffey,thomas.coffey326@example.com,2024-04-23,Lake Brett,NJ,1
327,George,Fuller,george.fuller327@example.com,2023-03-12,Hernandezbury,AZ,1
328,Ashley,Graves,,2025-01-03,North Scott,MT,1
329,Edward,Vaughn,edward.vaughn329@example.com,2024-10-15,Shawfort,VI,1
330,Melinda,Luna,melinda.luna330@example.com,2023-05-05,New Jared,MD,1
331,Whitney,Mendoza,whitney.mendoza331@example.com,2023-10-05,Edwardsburgh,NH,1
332,Rhonda,Peterson,rhonda.peterson332@example.com,2023-02-05,Ericaview,RI,1
